id,designation,short,names,aliases,tags,type,type_label,code,constellation,ra_deg,dec_deg,major_arcmin,minor_arcmin,v_mag,sb,sb_basis,messier,caldwell,plannable,why_not,source
ngc289,NGC 289,NGC 289,,eso411-25|pgc3089,,galaxy,Spiral galaxy,G,Sculptor,13.17650,-31.20583,3.36,2.51,11.18,22.32,leda,,,1,,NGC0289
ngc292,NGC 292,NGC 292,Small Magellanic Cloud,eso29-21|pgc3085,,galaxy,Irregular galaxy,G,Tucana,13.18658,-72.82861,299.92,179.89,2.30,22.97,leda,,,1,,NGC0292
ngc300,NGC 300 · C 70,NGC 300,,c70|eso295-20|pgc3238,,galaxy,Spiral galaxy,G,Sculptor,13.72283,-37.68439,19.41,13.06,8.20,23.02,leda,,70,1,,NGC0300
ngc315,NGC 315,NGC 315,,pgc3455|ugc597,,galaxy,Elliptical galaxy,G,Pisces,14.45367,30.35244,2.86,2.14,11.60,22.74,leda,,,1,,NGC0315
ngc337,NGC 337,NGC 337,,pgc3572,,galaxy,Spiral galaxy,G,Cetus,14.95871,-7.57797,2.92,1.89,11.48,22.17,leda,,,1,,NGC0337
ngc362,NGC 362 · C 104,NGC 362,,c104|mwsc99,,globular-cluster,Globular cluster,GCl,Tucana,15.80929,-70.84822,8.70,,6.58,19.91,derived,,104,1,,NGC0362
ngc404,NGC 404,NGC 404,,pgc4126|ugc718,,galaxy,Elliptical galaxy,G,Andromeda,17.36258,35.71814,3.40,3.37,10.55,21.97,leda,,,1,,NGC0404
ngc410,NGC 410,NGC 410,,pgc4224|ugc735,,galaxy,Elliptical galaxy,G,Pisces,17.74542,33.15189,2.37,1.60,11.48,22.20,leda,,,1,,NGC0410
ngc419,NGC 419,NGC 419,,eso29-33,,globular-cluster,Globular cluster,GCl,Tucana,17.07154,-72.88350,2.80,2.80,10.50,21.36,derived,,,1,,NGC0419
ngc428,NGC 428,NGC 428,,pgc4367|ugc763,,galaxy,Irregular galaxy,G,Cetus,18.23212,0.98156,2.82,2.08,11.47,22.19,leda,,,1,,NGC0428
ngc436,NGC 436,NGC 436,,mwsc111,,open-cluster,Open cluster,OCl,Cassiopeia,18.99075,58.81711,5.70,,8.80,21.21,derived,,,1,,NGC0436
ngc439,NGC 439,NGC 439,,eso412-18|pgc4423,,galaxy,Elliptical galaxy,G,Sculptor,18.44692,-31.74714,3.38,2.14,11.94,23.29,leda,,,1,,NGC0439
ngc457,NGC 457 · C 13,NGC 457,Owl Cluster|E.T. Cluster,c13|mwsc114,,open-cluster,Open cluster,OCl,Cassiopeia,19.88604,58.29069,7.80,,6.40,19.49,derived,,13,1,,NGC0457
ngc470,NGC 470,NGC 470,,pgc4777|ugc858,,galaxy,Spiral galaxy,G,Pisces,19.93687,3.40994,2.86,1.62,11.79,22.41,leda,,,1,,NGC0470
ngc474,NGC 474,NGC 474,,pgc4801|ugc864,,galaxy,Lenticular galaxy,G,Pisces,20.02787,3.41539,2.65,2.44,11.52,22.40,leda,,,1,,NGC0474
ngc488,NGC 488,NGC 488,,pgc4946|ugc907,,galaxy,Spiral galaxy,G,Pisces,20.44521,5.25672,5.05,3.66,10.26,22.28,leda,,,1,,NGC0488
ngc507,NGC 507,NGC 507,,pgc5098|ugc938,,galaxy,Elliptical galaxy,G,Pisces,20.91629,33.25606,2.45,1.66,11.57,22.25,leda,,,1,,NGC0507
ngc514,NGC 514,NGC 514,,pgc5139|ugc947,,galaxy,Spiral galaxy,G,Pisces,21.01625,12.91739,3.50,2.50,11.71,22.89,leda,,,1,,NGC0514
ngc520,NGC 520,NGC 520,,ngc520-ned01|pgc5193,,galaxy,Spiral galaxy,G,Pisces,21.14367,3.79494,4.09,1.61,11.47,22.80,leda,,,1,,NGC0520 NED01
ngc521,NGC 521,NGC 521,,pgc5190|ugc962,,galaxy,Spiral galaxy,G,Cetus,21.14075,1.73139,2.77,2.59,11.80,22.70,leda,,,1,,NGC0521
ngc524,NGC 524,NGC 524,,pgc5222|ugc968,,galaxy,Lenticular galaxy,G,Pisces,21.19883,9.53883,3.37,3.35,10.35,21.73,leda,,,1,,NGC0524
ngc533,NGC 533,NGC 533,,pgc5283|ugc992,,galaxy,Elliptical galaxy,G,Cetus,21.38067,1.75911,3.44,2.41,11.47,23.01,leda,,,1,,NGC0533
ngc559,NGC 559 · C 8,NGC 559,,c8|mwsc122,,open-cluster,Open cluster,OCl,Cassiopeia,22.38821,63.30144,9.00,,9.50,22.90,derived,,8,1,,NGC0559
ngc578,NGC 578,NGC 578,,eso476-15|pgc5619|ugca18,,galaxy,Spiral galaxy,G,Cetus,22.62121,-22.66736,4.82,2.92,11.09,22.83,leda,,,1,,NGC0578
ngc584,NGC 584 · IC 1712,NGC 584,,ic1712|pgc5663,,galaxy,Elliptical galaxy,G,Cetus,22.83646,-6.86806,3.78,2.51,10.35,22.10,leda,,,1,,NGC0584
ngc596,NGC 596,NGC 596,,pgc5766,,galaxy,Elliptical galaxy,G,Cetus,23.21700,-7.03183,2.14,1.58,10.95,21.46,leda,,,1,,NGC0596
ngc613,NGC 613,NGC 613,,eso413-11|pgc5849,,galaxy,Spiral galaxy,G,Sculptor,23.57571,-29.41836,5.48,4.51,10.35,22.63,leda,,,1,,NGC0613
ngc615,NGC 615,NGC 615,,pgc5897,,galaxy,Spiral galaxy,G,Cetus,23.77367,-7.34031,3.18,1.16,11.66,22.21,leda,,,1,,NGC0615
ngc625,NGC 625,NGC 625,,eso297-5|pgc5896,,galaxy,Irregular galaxy,G,Phoenix,23.76929,-41.43619,6.55,2.05,11.20,22.98,leda,,,1,,NGC0625
ngc636,NGC 636,NGC 636,,pgc6110,,galaxy,Elliptical galaxy,G,Cetus,24.77721,-7.51261,2.70,2.30,11.41,22.44,leda,,,1,,NGC0636
ngc637,NGC 637,NGC 637,,mwsc133,,open-cluster,Open cluster,OCl,Cassiopeia,25.76296,64.03656,4.50,,8.20,20.09,derived,,,1,,NGC0637
ngc654,NGC 654,NGC 654,,mwsc137,,open-cluster,Open cluster,OCl,Cassiopeia,25.99763,61.88272,6.30,,6.50,19.13,derived,,,1,,NGC0654
ngc659,NGC 659,NGC 659,,mwsc138,,open-cluster,Open cluster,OCl,Cassiopeia,26.09579,60.66917,4.20,,7.90,19.64,derived,,,1,,NGC0659
ngc660,NGC 660,NGC 660,,pgc6318|ugc1201,,galaxy,Spiral galaxy,G,Pisces,25.76000,13.64506,4.57,1.69,11.29,22.85,leda,,,1,,NGC0660
ngc663,NGC 663 · C 10,NGC 663,,c10|mwsc139,,open-cluster,Open cluster,OCl,Cassiopeia,26.56687,61.21819,6.00,,7.10,19.62,derived,,10,1,,NGC0663
ngc672,NGC 672,NGC 672,,pgc6595|ugc1256,,galaxy,Spiral galaxy,G,Triangulum,26.97717,27.43278,7.01,2.71,10.92,23.09,leda,,,1,,NGC0672
ngc674,NGC 674 · NGC 697,NGC 674,,ngc697|pgc6848|ugc1317,,galaxy,Spiral galaxy,G,Aries,27.82321,22.35797,3.81,1.26,11.97,22.72,leda,,,1,,NGC0674
ngc676,NGC 676,NGC 676,,pgc6656|ugc1270,,galaxy,Lenticular galaxy,G,Pisces,27.23879,5.90753,2.75,0.69,9.26,20.39,leda,,,1,,NGC0676
ngc681,NGC 681,NGC 681,,pgc6671,,galaxy,Spiral galaxy,G,Cetus,27.29512,-10.42642,2.47,1.77,11.87,22.37,leda,,,1,,NGC0681
ngc685,NGC 685,NGC 685,,eso152-24|pgc6581,,galaxy,Spiral galaxy,G,Eridanus,26.92837,-52.76181,3.01,2.30,11.50,22.40,leda,,,1,,NGC0685
ngc691,NGC 691,NGC 691,,pgc6793|ugc1305,,galaxy,Spiral galaxy,G,Aries,27.67383,21.75992,2.68,1.85,11.73,22.32,leda,,,1,,NGC0691
ngc718,NGC 718,NGC 718,,pgc6993|ugc1356,,galaxy,Spiral galaxy,G,Pisces,28.30542,4.19583,2.75,2.46,11.66,22.54,leda,,,1,,NGC0718
ngc720,NGC 720,NGC 720,,pgc6983,,galaxy,Elliptical galaxy,G,Cetus,28.25208,-13.73867,4.49,2.37,10.14,22.23,leda,,,1,,NGC0720
ngc741,NGC 741 · IC 1751,NGC 741,,ic1751|pgc7252|ugc1413,,galaxy,Elliptical galaxy,G,Pisces,29.08763,5.62894,2.83,2.33,11.26,22.38,leda,,,1,,NGC0741
ngc744,NGC 744,NGC 744,,mwsc153,,open-cluster,Open cluster,OCl,Perseus,29.62467,55.47461,11.70,,7.90,21.87,derived,,,1,,NGC0744
ngc752,NGC 752 · C 28,NGC 752,,c28|mwsc151,,open-cluster,Open cluster,OCl,Andromeda,29.39508,37.83339,39.00,,5.70,22.28,derived,,28,1,,NGC0752
ngc772,NGC 772,NGC 772,,pgc7525|ugc1466,,galaxy,Spiral galaxy,G,Aries,29.83158,19.00753,4.57,2.52,10.30,21.91,leda,,,1,,NGC0772
ngc777,NGC 777,NGC 777,,pgc7584|ugc1476,,galaxy,Elliptical galaxy,G,Triangulum,30.06208,31.42958,2.75,2.06,11.46,22.52,leda,,,1,,NGC0777
ngc784,NGC 784,NGC 784,,pgc7671|ugc1501,,galaxy,Spiral galaxy,G,Triangulum,30.32054,28.83725,4.17,1.07,11.73,22.39,leda,,,1,,NGC0784
ngc821,NGC 821,NGC 821,,pgc8160|ugc1631,,galaxy,Elliptical galaxy,G,Aries,32.08808,10.99492,2.45,2.10,10.77,21.59,leda,,,1,,NGC0821
ngc864,NGC 864,NGC 864,,pgc8631|ugc1736,,galaxy,Spiral galaxy,G,Cetus,33.86517,6.00261,3.72,2.57,11.07,22.36,leda,,,1,,NGC0864
ngc869,NGC 869,NGC 869,h Persei Cluster,mwsc175,,open-cluster,Open cluster,OCl,Perseus,34.74400,57.11725,14.40,,3.70,18.12,derived,,,1,,NGC0869
ngc884,NGC 884,NGC 884,Chi Persei Cluster,mwsc184,,open-cluster,Open cluster,OCl,Perseus,35.63375,57.14411,10.50,,3.80,17.53,derived,,,1,,NGC0884
ngc891,NGC 891 · C 23,NGC 891,,c23|pgc9031|ugc1831,,galaxy,Spiral galaxy,G,Andromeda,35.63921,42.34914,13.03,3.03,10.01,23.34,leda,,23,1,,NGC0891
ngc895,NGC 895,NGC 895,,pgc8974,,galaxy,Spiral galaxy,G,Cetus,35.40196,-5.52139,3.32,2.22,11.77,22.77,leda,,,1,,NGC0895
ngc896,NGC 896,NGC 896,,,,emission-nebula,Nebula,Neb,Cassiopeia,36.36592,62.01936,10.00,10.00,,22.50,typical,,,1,,NGC0896
ngc897,NGC 897,NGC 897,,eso355-7|pgc8944,,galaxy,Spiral galaxy,G,Fornax,35.27654,-33.72067,2.01,1.43,11.85,21.94,leda,,,1,,NGC0897
ngc908,NGC 908,NGC 908,,eso545-11|pgc9057|ugca29,,galaxy,Spiral galaxy,G,Cetus,35.76904,-21.23386,6.14,2.82,10.31,22.35,leda,,,1,,NGC0908
ngc922,NGC 922,NGC 922,,eso478-28|pgc9172|ugca30,,galaxy,Spiral galaxy,G,Fornax,36.26842,-24.78817,2.10,1.77,12.00,22.20,leda,,,1,,NGC0922
ngc925,NGC 925,NGC 925,,pgc9332|ugc1913,,galaxy,Spiral galaxy,G,Triangulum,36.82033,33.57917,10.72,5.75,10.12,23.47,leda,,,1,,NGC0925
ngc936,NGC 936,NGC 936,,pgc9359|ugc1929,,galaxy,Lenticular galaxy,G,Cetus,36.90608,-1.15628,4.44,3.18,10.23,22.18,leda,,,1,,NGC0936
ngc949,NGC 949,NGC 949,,pgc9566|ugc1983,,galaxy,Spiral galaxy,G,Triangulum,37.70271,37.13678,3.10,1.35,11.89,22.48,leda,,,1,,NGC0949
ngc955,NGC 955,NGC 955,,pgc9549|ugc1986,,galaxy,Spiral galaxy,G,Cetus,37.63813,-1.10842,2.72,0.88,11.96,22.22,leda,,,1,,NGC0955
ngc956,NGC 956,NGC 956,,mwsc208,,open-cluster,Open cluster,OCl,Andromeda,38.12875,44.59347,4.50,,8.90,20.79,derived,,,1,,NGC0956
ngc957,NGC 957,NGC 957,,mwsc211,,open-cluster,Open cluster,OCl,Perseus,38.32929,57.56969,10.20,,7.60,21.27,derived,,,1,,NGC0957
ngc972,NGC 972,NGC 972,,pgc9788|ugc2045,,galaxy,Spiral galaxy,G,Aries,38.55575,29.31128,3.31,1.61,11.33,22.23,leda,,,1,,NGC0972
ngc986,NGC 986,NGC 986,,eso299-7|pgc9747,,galaxy,Spiral galaxy,G,Fornax,38.39312,-39.04506,3.77,3.03,10.91,22.41,leda,,,1,,NGC0986
ngc988,NGC 988,NGC 988,,pgc9843|ugca35,,galaxy,Spiral galaxy,G,Cetus,38.86563,-9.35619,4.33,1.73,10.37,21.52,leda,,,1,,NGC0988
ngc1003,NGC 1003,NGC 1003,,pgc10052|ugc2137,,galaxy,Spiral galaxy,G,Perseus,39.82037,40.87231,3.47,0.83,11.51,21.76,leda,,,1,,NGC1003
ngc1016,NGC 1016,NGC 1016,,pgc9997|ugc2128,,galaxy,Elliptical galaxy,G,Cetus,39.58150,2.11925,2.26,1.36,11.64,22.25,leda,,,1,,NGC1016
ngc1022,NGC 1022,NGC 1022,,pgc10010,,galaxy,Spiral galaxy,G,Cetus,39.63629,-6.67742,2.60,1.50,11.35,21.90,leda,,,1,,NGC1022
ngc1023,NGC 1023,NGC 1023,,pgc10123|ugc2154,,galaxy,Elliptical galaxy,G,Perseus,40.10004,39.06328,7.40,3.06,8.61,21.64,leda,,,1,,NGC1023
ngc1027,NGC 1027 · IC 1824,NGC 1027,,ic1824|mwsc225,,open-cluster,Open cluster,OCl,Cassiopeia,40.64608,61.59436,7.80,,6.70,19.79,derived,,,1,,NGC1027
ngc1032,NGC 1032,NGC 1032,,pgc10060|ugc2147,,galaxy,Lenticular galaxy,G,Cetus,39.84850,1.09378,3.58,0.86,11.67,22.77,leda,,,1,,NGC1032
ngc1042,NGC 1042,NGC 1042,,pgc10122,,galaxy,Spiral galaxy,G,Cetus,40.09987,-8.43356,3.87,2.13,11.22,22.40,leda,,,1,,NGC1042
ngc1052,NGC 1052,NGC 1052,,pgc10175,,galaxy,Elliptical galaxy,G,Cetus,40.27000,-8.25578,2.94,2.07,11.04,22.24,leda,,,1,,NGC1052
ngc1055,NGC 1055,NGC 1055,,pgc10208|ugc2173,,galaxy,Spiral galaxy,G,Cetus,40.43846,0.44317,6.92,3.53,10.60,23.06,leda,,,1,,NGC1055
ngc1058,NGC 1058,NGC 1058,,pgc10314|ugc2193,,galaxy,Spiral galaxy,G,Perseus,40.87500,37.34133,2.47,1.36,11.25,21.45,leda,,,1,,NGC1058
ngc1060,NGC 1060,NGC 1060,,pgc10302|ugc2191,,galaxy,Elliptical galaxy,G,Triangulum,40.81271,32.42497,2.36,1.75,11.82,22.42,leda,,,1,,NGC1060
ngc1073,NGC 1073,NGC 1073,,pgc10329|ugc2210,,galaxy,Spiral galaxy,G,Cetus,40.91883,1.37611,3.54,2.23,11.05,22.15,leda,,,1,,NGC1073
ngc1079,NGC 1079,NGC 1079,,eso416-13|pgc10330,,galaxy,Spiral galaxy,G,Fornax,40.93475,-29.00336,2.65,1.49,11.44,22.11,leda,,,1,,NGC1079
ngc1084,NGC 1084,NGC 1084,,pgc10464,,galaxy,Spiral galaxy,G,Eridanus,41.49963,-7.57847,3.40,2.25,10.60,21.66,leda,,,1,,NGC1084
ngc1087,NGC 1087,NGC 1087,,pgc10496|ugc2245,,galaxy,Spiral galaxy,G,Cetus,41.60483,-0.49864,2.97,1.80,11.02,21.70,leda,,,1,,NGC1087
ngc1090,NGC 1090,NGC 1090,,pgc10507|ugc2247,,galaxy,Spiral galaxy,G,Cetus,41.64142,-0.24717,3.31,1.46,11.97,22.69,leda,,,1,,NGC1090
ngc1097,NGC 1097 · C 67,NGC 1097,,c67|eso416-20|pgc10488|ugca41,,galaxy,Spiral galaxy,G,Fornax,41.57937,-30.27489,10.57,6.44,9.76,23.25,leda,,67,1,,NGC1097
ngc1156,NGC 1156,NGC 1156,,pgc11329|ugc2455,,galaxy,Irregular galaxy,G,Aries,44.92625,25.23783,2.96,2.34,11.63,22.53,leda,,,1,,NGC1156
ngc1161,NGC 1161,NGC 1161,,pgc11404|ugc2474,,galaxy,Lenticular galaxy,G,Perseus,45.30888,44.89733,2.69,1.84,11.23,22.10,leda,,,1,,NGC1161
ngc1169,NGC 1169,NGC 1169,,pgc11521|ugc2503,,galaxy,Spiral galaxy,G,Perseus,45.89479,46.38636,3.31,1.95,11.41,22.38,leda,,,1,,NGC1169
ngc1172,NGC 1172,NGC 1172,,pgc11420,,galaxy,Elliptical galaxy,G,Eridanus,45.40021,-14.83658,2.28,1.64,11.75,22.39,leda,,,1,,NGC1172
ngc1174,NGC 1174 · NGC 1186,NGC 1174,,ngc1186|pgc11617|ugc2521,,galaxy,Spiral galaxy,G,Perseus,46.37858,42.83550,3.58,1.43,11.78,22.56,leda,,,1,,NGC1174
ngc1179,NGC 1179,NGC 1179,,eso547-1|pgc11480|ugca48,,galaxy,Spiral galaxy,G,Eridanus,45.66033,-18.89778,3.67,2.51,12.00,23.23,leda,,,1,,NGC1179
ngc1187,NGC 1187,NGC 1187,,eso480-23|pgc11479|ugca49,,galaxy,Spiral galaxy,G,Eridanus,45.65662,-22.86717,4.14,3.02,10.92,22.48,leda,,,1,,NGC1187
ngc1199,NGC 1199,NGC 1199,,pgc11527,,galaxy,Elliptical galaxy,G,Eridanus,45.91004,-15.61319,2.83,2.32,11.43,22.55,leda,,,1,,NGC1199
ngc1201,NGC 1201,NGC 1201,,eso480-28|pgc11559,,galaxy,Elliptical galaxy,G,Fornax,46.03325,-26.06964,3.41,1.96,10.81,22.19,leda,,,1,,NGC1201
ngc1209,NGC 1209,NGC 1209,,pgc11638,,galaxy,Elliptical galaxy,G,Eridanus,46.51258,-15.61125,2.25,0.94,11.38,21.94,leda,,,1,,NGC1209
ngc1232,NGC 1232,NGC 1232,,eso547-14|pgc11819,,galaxy,Spiral galaxy,G,Eridanus,47.43962,-20.57931,6.79,5.77,10.11,22.88,leda,,,1,,NGC1232
ngc1245,NGC 1245,NGC 1245,,mwsc264,,open-cluster,Open cluster,OCl,Perseus,48.67275,47.23869,11.40,,8.40,22.31,derived,,,1,,NGC1245
ngc1249,NGC 1249,NGC 1249,,eso155-6|pgc11836,,galaxy,Spiral galaxy,G,Horologium,47.50512,-53.33575,3.64,1.44,11.77,22.53,leda,,,1,,NGC1249
ngc1253,NGC 1253,NGC 1253,,pgc12041|ugca62,,galaxy,Spiral galaxy,G,Eridanus,48.53771,-2.82294,4.57,1.86,11.78,23.06,leda,,,1,,NGC1253
ngc1255,NGC 1255,NGC 1255,,eso481-13|pgc12007|ugca60,,galaxy,Spiral galaxy,G,Fornax,48.38350,-25.72517,4.05,2.24,11.17,22.48,leda,,,1,,NGC1255
ngc1261,NGC 1261 · C 87,NGC 1261,,c87|mwsc263,,globular-cluster,Globular cluster,GCl,Horologium,48.06392,-55.21681,5.10,,8.63,20.80,derived,,87,1,,NGC1261
ngc1269,NGC 1269 · NGC 1291,NGC 1269,,ngc1291|eso301-2|pgc12209,,galaxy,Lenticular galaxy,G,Eridanus,49.32746,-41.10806,11.17,9.93,8.70,22.64,leda,,,1,,NGC1269
ngc1272,NGC 1272,NGC 1272,,pgc12384|ugc2662,,galaxy,Elliptical galaxy,G,Perseus,49.83871,41.49064,2.55,1.25,11.88,22.73,leda,,,1,,NGC1272
ngc1275,NGC 1275 · C 24,NGC 1275,Perseus A,c24|pgc12429|ugc2669,,galaxy,Lenticular galaxy,G,Perseus,49.95067,41.51169,2.16,1.45,12.24,22.63,leda,,24,1,,NGC1275
ngc1300,NGC 1300,NGC 1300,,eso547-31|pgc12412|ugca66,,galaxy,Spiral galaxy,G,Eridanus,49.92117,-19.41136,5.96,3.06,10.52,22.61,leda,,,1,,NGC1300
ngc1302,NGC 1302,NGC 1302,,eso481-20|pgc12431,,galaxy,Lenticular galaxy,G,Fornax,49.96325,-26.06044,4.27,3.90,10.63,22.50,leda,,,1,,NGC1302
ngc1309,NGC 1309,NGC 1309,,pgc12626,,galaxy,Spiral galaxy,G,Eridanus,50.52733,-15.40006,2.39,2.24,11.58,22.16,leda,,,1,,NGC1309
ngc1313,NGC 1313,NGC 1313,,eso82-11|pgc12286,,galaxy,Spiral galaxy,G,Reticulum,49.56687,-66.49825,11.07,9.14,9.08,22.87,leda,,,1,,NGC1313
ngc1316,NGC 1316,NGC 1316,Fornax A,eso357-22|pgc12651,,galaxy,Lenticular galaxy,G,Fornax,50.67383,-37.20822,13.46,7.71,8.48,22.84,leda,,,1,,NGC1316
ngc1317,NGC 1317 · NGC 1318,NGC 1317,Fornax B,ngc1318|eso357-23|pgc12653,,galaxy,Spiral galaxy,G,Fornax,50.68454,-37.10369,3.10,2.58,10.88,21.99,leda,,,1,,NGC1317
ngc1325,NGC 1325,NGC 1325,,eso548-7|pgc12737|ugca70,,galaxy,Spiral galaxy,G,Eridanus,51.10654,-21.54403,4.32,1.50,11.54,22.65,leda,,,1,,NGC1325
ngc1326,NGC 1326,NGC 1326,,eso357-26|pgc12709,,galaxy,Lenticular galaxy,G,Fornax,50.98500,-36.46467,4.28,2.93,10.45,22.31,leda,,,1,,NGC1326
ngc1332,NGC 1332,NGC 1332,,eso548-18|pgc12838|ugca72,,galaxy,Elliptical galaxy,G,Eridanus,51.57188,-21.33522,5.31,3.84,10.36,22.71,leda,,,1,,NGC1332
ngc1333,NGC 1333,NGC 1333,,lbn741|mwsc279,,cluster-nebula,Cluster with nebula,Cl+N,Perseus,52.23000,31.37000,19.50,,,22.50,typical,,,1,,NGC1333
ngc1337,NGC 1337,NGC 1337,,pgc12916,,galaxy,Spiral galaxy,G,Eridanus,52.02483,-8.38861,4.94,1.31,11.87,22.97,leda,,,1,,NGC1337
ngc1339,NGC 1339,NGC 1339,,eso418-4|pgc12917,,galaxy,Elliptical galaxy,G,Fornax,52.02742,-32.28611,2.01,1.47,11.75,22.11,leda,,,1,,NGC1339
ngc1340,NGC 1340 · NGC 1344,NGC 1340,,ngc1344|eso418-5|pgc12923,,galaxy,Elliptical galaxy,G,Fornax,52.08196,-31.06817,5.12,3.12,10.37,22.75,leda,,,1,,NGC1340
ngc1342,NGC 1342,NGC 1342,,mwsc283,,open-cluster,Open cluster,OCl,Perseus,52.91717,37.37939,6.30,,6.70,19.33,derived,,,1,,NGC1342
ngc1350,NGC 1350,NGC 1350,,eso358-13|pgc13059,,galaxy,Spiral galaxy,G,Fornax,52.78383,-33.62864,5.18,2.60,10.31,22.22,leda,,,1,,NGC1350
ngc1351,NGC 1351,NGC 1351,,eso358-12|pgc13028,,galaxy,Elliptical galaxy,G,Fornax,52.64575,-34.85394,3.40,2.20,11.46,22.84,leda,,,1,,NGC1351
ngc1353,NGC 1353,NGC 1353,,eso548-31|pgc13108|ugca76,,galaxy,Spiral galaxy,G,Eridanus,53.01258,-20.81917,3.64,1.47,11.46,22.35,leda,,,1,,NGC1353
ngc1357,NGC 1357,NGC 1357,,pgc13166,,galaxy,Spiral galaxy,G,Eridanus,53.32117,-13.66414,3.37,2.55,11.44,22.64,leda,,,1,,NGC1357
ngc1360,NGC 1360,NGC 1360,,eso482-7,,planetary-nebula,Planetary nebula,PN,Fornax,53.31104,-25.87172,6.42,,9.40,22.07,derived,,,1,,NGC1360
ngc1365,NGC 1365,NGC 1365,Great Barred Spiral Galaxy,eso358-17|pgc13179,,galaxy,Spiral galaxy,G,Fornax,53.40154,-36.14039,12.02,6.14,9.61,23.26,leda,,,1,,NGC1365
ngc1366,NGC 1366,NGC 1366,,eso418-10|pgc13197,,galaxy,Lenticular galaxy,G,Fornax,53.47367,-31.19411,2.05,0.94,11.91,22.15,leda,,,1,,NGC1366
ngc1367,NGC 1367 · NGC 1371,NGC 1367,,ngc1371|eso482-10|pgc13255|ugca79,,galaxy,Spiral galaxy,G,Fornax,53.75558,-24.93322,4.88,3.26,10.66,22.64,leda,,,1,,NGC1367
ngc1374,NGC 1374,NGC 1374,,eso358-23|pgc13267,,galaxy,Elliptical galaxy,G,Fornax,53.81913,-35.22625,2.86,2.65,11.14,22.29,leda,,,1,,NGC1374
ngc1379,NGC 1379,NGC 1379,,eso358-27|pgc13299,,galaxy,Elliptical galaxy,G,Fornax,54.01646,-35.44119,2.66,2.55,11.02,22.02,leda,,,1,,NGC1379
ngc1380,NGC 1380,NGC 1380,,eso358-28|pgc13318,,galaxy,Lenticular galaxy,G,Fornax,54.11496,-34.97622,4.58,2.22,9.94,21.95,leda,,,1,,NGC1380
ngc1381,NGC 1381,NGC 1381,,eso358-29|pgc13321,,galaxy,Lenticular galaxy,G,Fornax,54.13200,-35.29519,2.54,0.96,11.47,22.17,leda,,,1,,NGC1381
ngc1385,NGC 1385,NGC 1385,,eso482-16|pgc13368,,galaxy,Spiral galaxy,G,Fornax,54.37021,-24.50031,3.40,2.13,11.03,22.03,leda,,,1,,NGC1385
ngc1386,NGC 1386,NGC 1386,,eso358-35|pgc13333,,galaxy,Lenticular galaxy,G,Eridanus,54.19242,-35.99942,3.59,1.35,11.17,22.60,leda,,,1,,NGC1386
ngc1387,NGC 1387,NGC 1387,,eso358-36|pgc13344,,galaxy,Elliptical galaxy,G,Fornax,54.23775,-35.50664,3.01,2.89,10.75,21.90,leda,,,1,,NGC1387
ngc1389,NGC 1389,NGC 1389,,eso358-38|pgc13360,,galaxy,Elliptical galaxy,G,Eridanus,54.29908,-35.74558,2.58,1.43,11.51,22.28,leda,,,1,,NGC1389
ngc1395,NGC 1395,NGC 1395,,eso482-19|pgc13419,,galaxy,Elliptical galaxy,G,Eridanus,54.62396,-23.02753,4.71,3.97,9.65,21.88,leda,,,1,,NGC1395
ngc1398,NGC 1398,NGC 1398,,eso482-22|pgc13434,,galaxy,Spiral galaxy,G,Fornax,54.71721,-26.33783,6.95,4.91,9.55,22.28,leda,,,1,,NGC1398
ngc1399,NGC 1399,NGC 1399,,eso358-45|pgc13418,,galaxy,Elliptical galaxy,G,Fornax,54.62096,-35.45067,8.51,7.69,9.40,22.93,leda,,,1,,NGC1399
ngc1400,NGC 1400,NGC 1400,,eso548-62|pgc13470,,galaxy,Elliptical galaxy,G,Eridanus,54.87850,-18.68808,2.81,2.52,11.06,22.18,leda,,,1,,NGC1400
ngc1404,NGC 1404,NGC 1404,,eso358-46|pgc13433,,galaxy,Elliptical galaxy,G,Eridanus,54.71633,-35.59439,5.01,4.38,9.93,22.30,leda,,,1,,NGC1404
ngc1406,NGC 1406,NGC 1406,,eso418-15|pgc13458|ugca83,,galaxy,Spiral galaxy,G,Fornax,54.84708,-31.32142,4.50,0.90,11.82,22.60,leda,,,1,,NGC1406
ngc1407,NGC 1407,NGC 1407,,eso548-67|pgc13505,,galaxy,Elliptical galaxy,G,Eridanus,55.04942,-18.58011,5.73,5.27,9.65,22.32,leda,,,1,,NGC1407
ngc1411,NGC 1411 · IC 1943,NGC 1411,,ic1943|eso249-11|pgc13429,,galaxy,Elliptical galaxy,G,Horologium,54.68696,-44.10061,2.45,1.76,11.19,21.88,leda,,,1,,NGC1411
ngc1415,NGC 1415 · IC 1983,NGC 1415,,ic1983|eso482-33|pgc13544,,galaxy,Lenticular galaxy,G,Eridanus,55.23692,-22.56447,3.74,1.51,11.53,22.82,leda,,,1,,NGC1415
ngc1421,NGC 1421,NGC 1421,,pgc13620,,galaxy,Spiral galaxy,G,Eridanus,55.62200,-13.48803,3.55,0.75,11.52,21.88,leda,,,1,,NGC1421
ngc1425,NGC 1425,NGC 1425,,eso419-4|pgc13602|ugca84,,galaxy,Spiral galaxy,G,Fornax,55.54779,-29.89333,4.91,2.15,10.70,22.30,leda,,,1,,NGC1425
